SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MissingIncome,DebtBurden,IncomePerDependent,TotalLatePayments,CreditLinesPerAge,HighUtilization,LogIncome,LogDebtBurden,Utilization_x_Late,Cluster,PD,RiskBucket,Score,Strategy,EL
0,0.151233951,63,1,0.064693197,5100.0,7,0,0,0,1.0,0,329.93530469999996,2550.0,1,0.109375,0,8.537191877922927,5.8019229021948755,0.151233951,0,0.04300334384864088,Low Risk,755,Premium - Increase Limit + Lower Interest,150.51170347024308
0,0.246042779,70,0,0.318729785,3400.0,7,0,0,0,0.0,0,1083.681269,3400.0,0,0.09859154929577464,0,8.131824785007195,6.989041461527937,0.0,0,0.012624610650231906,Low Risk,817,Premium - Increase Limit + Lower Interest,44.186137275811674
0,0.740293974,28,0,0.681751179,6783.0,9,0,1,0,0.0,0,4624.318247157,6783.0,0,0.3103448275862069,0,8.822322177471738,8.439300457775321,0.0,0,0.11062003842258854,Low Risk,704,Low Risk - Standard Terms,597.3482074819781
0,0.741131411,53,1,4137.0,5400.0,21,0,2,0,1.0,1,22339800.0,2700.0,1,0.3888888888888889,0,8.594339400592892,16.921880443776935,0.741131411,0,0.18534776283583285,Medium Risk,674,Low Risk - Standard Terms,2335.381811731494
0,0.024162279,75,0,0.006293965,2700.0,10,0,0,0,0.0,0,16.9937055,2700.0,0,0.13157894736842105,0,7.901377353792616,2.89002200229436,0.0,0,0.010543672652932478,Low Risk,827,Premium - Increase Limit + Lower Interest,52.718363264662386
0,4.23e-05,51,0,0.06587473,8333.0,7,0,0,0,1.0,0,548.9341250900001,4166.5,0,0.1346153846153846,0,9.0280988119824,6.309798498489574,0.0,0,0.01025821260685238,Low Risk,828,Premium - Increase Limit + Lower Interest,35.90374412398333
1,0.979486886,59,0,1.168943685,3000.0,9,0,2,0,1.0,0,3506.8310549999997,1500.0,0,0.15,1,8.006700845440367,8.162753192412165,0.0,0,0.07646283636879417,Low Risk,724,Low Risk - Standard Terms,481.7158691234032
1,0.9999999,35,0,0.075274961,7000.0,1,2,0,1,3.0,0,526.924727,1750.0,3,0.027777777777777776,1,8.853808274977197,6.268953711043262,2.9999997,0,0.47695993989989643,High Risk,604,Decline / Collections,333.8719579299275
0,0.200448239,57,1,0.289618397,6000.0,15,0,2,0,0.0,0,1737.7103820000002,6000.0,1,0.25862068965517243,0,8.699681400989514,7.460898957643772,0.200448239,0,0.05001368128490556,Low Risk,747,Low Risk - Standard Terms,375.1026096367917
0,0.9999999,22,0,0.011976048,500.0,0,0,0,0,0.0,0,5.988023999999999,500.0,0,0.0,1,6.2166061010848646,1.944197826724985,0.0,0,0.0810854933163278,Low Risk,721,Low Risk - Standard Terms,0.0
0,0.002943509,60,0,0.000821018,7307.0,7,0,0,0,2.0,0,5.999178526,2435.6666666666665,0,0.11475409836065574,0,8.896724917497897,1.9457927887402895,0.0,0,0.008104625196703864,Low Risk,840,Premium - Increase Limit + Lower Interest,28.366188188463525
0,0.417553954,62,0,0.466055446,4580.0,11,0,1,0,1.0,0,2134.53394268,2290.0,0,0.1746031746031746,0,8.429672593886743,7.666471984643615,0.0,0,0.029220532071515423,Low Risk,775,Premium - Increase Limit + Lower Interest,160.7129263933348
0,0.9999999,28,0,0.264532173,3216.0,5,0,0,0,0.0,0,850.7354683679999,3216.0,0,0.1724137931034483,1,8.076204527239026,6.747275995483298,0.0,0,0.08340205761643046,Low Risk,719,Low Risk - Standard Terms,291.9072016575066
0,0.033024119,54,0,1309.0,5400.0,8,0,1,0,0.0,1,7068600.0,5400.0,0,0.14545454545454545,0,8.594339400592892,15.771173139932985,0.0,0,0.009872352258582474,Low Risk,830,Premium - Increase Limit + Lower Interest,39.489409034329896
